myb	myb	myb	ctrl	ctrl	ctrl
10181_1	9.91753401270632	9.97679090979062	10.0487619913808	9.71294488970552	9.80325192371152	10.0122789933375
10184_1	7.2347279378995	7.72806408080351	7.23352759164114	8.45723342569002	8.33900581753894	8.04341703317564
10188_1	8.34304798251486	8.58471847525139	8.194533850867	8.6537525431469	8.76421653397498	8.36634312675539
1019_1	11.7704878684068	11.6065206326588	11.6797950935353	11.3821610881645	11.7557594352117	11.7096203694435
10190_1	7.79326983063706	8.0797245875216	8.10405337463123	8.426450249998	7.87898213529173	8.1656175793755
10193_1	8.8192889694322	9.59795938364037	9.3207299135746	9.1487480562372	9.01547762313266	9.17406207862514
10195_1	11.469930532284	11.5562133056493	11.5490525308182	10.8279122238248	10.9904469027624	10.8548421273986
10196_1	10.0257867127223	10.0984661038406	9.68740545197955	9.94791047806954	9.59401839984534	9.59950686110303
10197_1	8.83685799551069	8.72350185844465	8.66994568385769	8.91329637822585	8.89376792700283	8.82027528791692
10198_1	8.96670557460959	8.71116626640242	8.89284964149414	9.08403786395561	8.9090895782125	9.41484619200461
10199_1	7.486717296246	7.78757331261336	7.78429830629755	8.53494357209031	8.33589465983279	8.78489183892238
102_1	10.2188001063161	10.0547306581804	9.94250507992035	10.5735727409302	10.1327958155536	10.3049884406578
1020_1	9.97953660408523	9.96405894721943	10.1009321456938	10.0708021286494	10.2511337381235	10.074860086967
10200_1	11.1888522859081	10.8887553254903	11.165345884251	11.4693269965422	11.3307562855129	11.5084542074211
10201_1	9.35848309198305	9.74632729665095	9.56876996376932	9.74081515919477	10.1286971976765	9.70424505408999
10202_1	8.57781119114969	8.88229522515418	9.0088647291275	10.1721092441022	10.1211976447324	10.0132959604204
10203_1	4.08971503640103	6.08794314855033	5.24070939487738	6.55050685372484	5.4449840579477	5.65794947744348
10204_1	10.6987895320507	10.9821121250863	10.8024716531852	10.8990721397609	11.0684140878096	10.846764013857
10206_1	9.06555235907649	9.03179620140018	8.85519158465152	8.74438882113308	8.88584160755057	9.03810262901489
10208_1	8.14535228006763	8.04804605903583	8.05350679721833	7.8656920433974	8.08527004424609	8.43115694746042
10209_1	10.6223001017129	10.6127127035676	10.7498662703983	10.7221368358419	10.9876086108243	11.0507175649006
10210_1	9.51543939429325	8.83948252496561	9.24353043924645	9.15356606237259	9.18583907835238	9.04195241301195
10211_1	9.88167503141675	10.2992223806656	10.4840172316883	10.9653431443835	11.0645875740784	10.9789639495499
10212_1	11.8069209162811	11.7854343756979	11.9231645425394	12.0495650461176	11.9620061790341	12.0256728234406
10213_1	11.3764144970616	11.1567879682612	11.027538038243	11.1613660851371	11.6708668866585	11.5318403054981
10216_1	5.37759534807147	4.94382055325686	4.70589810526022	5.2165513770068	3.77497709550866	3.96246838495421
10217_1	5.34310279247115	6.05316088052977	1.65010436970473	2.35680282896275	5.10092456460883	2.62078405284951
10219_1	5.16146574260822	4.92688090248159	4.41237691694349	2.24476367770885	5.93177491038574	5.84664126274067
1022_1	9.11295427296498	9.21495059826398	9.23387652172228	9.11517132150757	9.50926572332213	9.23356967873349
10221_1	8.9873177951589	8.68504327095231	9.15909842144517	8.71471950771121	8.00236891794712	8.52914470105921
10223_1	9.173996059331	9.71916979031018	9.26461025113428	9.19269713004051	9.8752818773142	9.41196954526873
10225_1	3.4375074659736	3.46830772551608	3.01964636411676	3.49962607889268	5.56054326975309	5.39715511919729
10226_1	10.2340516567539	9.8412812494885	9.86693145833727	9.8527925308815	9.73105199953157	9.97276045328253
10227_1	8.81749247322751	9.13059953536367	9.00542266729619	8.80837454019992	8.89554161019385	8.68381863161986
10228_1	8.76287376791883	8.64020131152584	8.81665925267921	9.34769800292124	9.44662575715482	9.29579139307409
10229_1	8.15578713140022	7.59478574406946	7.57426000257107	8.55308941258556	7.65419979691778	7.99906197390864
10231_1	7.27615533510217	6.71291161620085	6.6413828703618	6.37385919371875	6.95085198090017	6.37274473708534
10233_1	6.40345604677672	7.1385282555616	7.37644846003243	6.5288243097704	7.47234276034203	7.27326703827897
10235_1	8.71069111107421	8.59042909445911	8.72133385263519	8.86041737968917	9.01477067387982	9.17696085920174
10236_1	11.9617269780042	12.1632775335703	11.9064709168138	12.2851502267988	11.8665193116981	12.29432236435
10237_1	9.28643356190004	9.26809782173603	9.18472837871718	8.6315542391533	9.4252167144167	9.41200977031067
10238_1	9.62404124510845	9.36908630041241	9.61316877231024	9.67319251368538	9.72439982410239	9.55909822117168
10239_1	8.25087176987433	7.59315389934412	7.99895667297181	8.23225679283664	8.00663002260033	8.00167603000213
1024_1	9.13409063753439	8.82048038556742	9.34797387603721	8.73109946961083	9.03739238921154	9.08786628357842
10240_1	8.79613578224516	8.8990459629109	8.99847851221996	9.02760727891304	8.99825001533513	8.83596755088254
10241_1	9.91344508437133	9.645207265625	9.47780092529277	9.59903805409038	9.86018937097519	9.97905202300173
10244_1	10.2405016646722	10.0718140021809	10.0651244906765	9.63493383119446	9.89606792293404	9.73332983438255
10245_1	10.2554649655236	10.1121772002254	10.3161324645699	10.5939523844199	10.3697062462594	10.2893270961797
10247_1	11.5951380388385	11.750300816621	11.7140969055205	11.2193395018007	11.3193195884612	11.2323925308001
10248_1	12.2856919275659	12.1210921403751	12.3244323831896	12.5353269287901	12.5719564972955	12.1513048337988
1025_1	9.46761874994837	9.62352720185853	8.99593118271004	9.37924322857483	9.73864546329552	9.55257700642778
10250_1	10.5031094747583	10.4640110160354	10.549574738688	10.5641383788003	10.9211367786568	10.6559541676736
10252_1	4.49601243273517	4.34333145279912	3.79710279220963	5.57024579718837	5.23384263406135	3.79799530350163
10253_1	2.98441308022603	4.95963888092375	1.98296887919637	3.07275333121039	5.58811146932675	4.94698314592662
10257_1	7.51821365852203	7.45565274583301	7.85731801978639	7.49557860926826	7.52034632076353	7.3734194133444
1026_1	8.30911826297342	8.77768638053942	9.30644280706507	10.2028281475083	10.2965278921321	10.1257413821654
10260_1	8.10555111410218	7.46051091798447	8.02592830383835	8.44582909103072	7.49321760751544	7.788585945987
10261_1	3.15698963968985	2.78377702089399	4.66902110571859	5.65626683178461	1.78429647215089	4.77029636845119
10262_1	11.2831589408588	11.2266748987747	11.2834594030156	11.3312643138251	11.2294838195125	11.295173022607
10263_1	10.9641354857934	10.8452877160089	10.8681489471248	11.1096308489929	11.2204616162187	10.9922539479999
10267_1	2.60647605772033	2.90286063925985	2.97303339053677	4.22711597008526	2.82498812714319	3.6177852012355
10268_1	7.51269877931089	8.05566822223386	7.39415679826627	7.50641762518206	7.34934517472345	7.22858360801994
10269_1	10.5447734872721	10.4646346643049	10.2368661864961	10.0367378101177	9.68125892676236	9.94783031510886
1027_1	8.1790748103986	8.20021581133811	7.62199854673215	8.02635349605318	7.55706376963051	8.00135101468444
1027_2	4.63518672475651	7.44674155365382	7.92432968448195	3.43442728029576	6.45666433478893	6.60692508208147
10272_1	7.37686632998005	8.09316114207789	8.11525735596773	6.18840574264259	8.03830129321392	6.4749540401931
10274_1	9.03776949942925	8.87154932938087	8.94372131684928	9.14855899300155	9.14132479418129	9.27410622208025
10276_1	8.98114350201293	9.24053603344436	9.08384001824325	9.51483285319959	8.28149103169443	8.94564938595129
10277_1	8.93551600450168	8.95366964783562	9.21551135560325	8.71995242936464	8.99667244966463	8.86034288269495
10279_1	8.04708384390015	8.72429817020449	8.07258719601365	7.61429212140588	8.76377420889152	8.21084237675286
1028_1	3.42480441717521	2.98415186495831	4.9418763762007	4.36226040980974	3.25871501642502	2.94796057586206
10280_1	11.1050338389165	11.1338488291713	10.8347854522765	10.1716546387353	11.0718344208798	10.7661124983118
10282_1	8.76703540531801	8.83734527664933	8.87470555321667	8.65042868737265	8.77760380535087	8.7893012404108
10284_1	12.7199435203379	12.5903455728315	12.8245984208388	12.8945648440243	12.551979732403	12.7793733995126
10284_2	7.96737858521172	7.59151462036665	7.22185294903942	7.51214714141777	8.3518264090329	8.16674997589828
10285_1	9.15904799100543	9.55809738066903	9.65820224495351	9.54566130410853	9.55640142169865	9.51815559027719
10286_1	7.63261732578758	7.34793894794537	7.47630626140073	7.78412728907665	7.69104807750003	7.47286091443055
10287_1	9.31498342566568	9.55914023972811	9.36185117939775	9.96569523543396	9.85697234927571	9.465884892957
10288_1	3.60246761454131	4.59640488520724	3.29073202311509	3.49054367286855	2.85431151033031	3.14508266250261
10289_1	9.09750093398802	9.27017767335268	9.22166047300252	9.15817916932171	9.0172655569963	9.36264089139879
1029_1	9.44952781800272	9.20331261872451	9.40791939383802	9.14613112885153	9.37500815553311	9.20844556527245
10291_1	8.75189725669771	8.73003890861511	8.72882743774292	9.01771203464196	8.93459081130294	8.75990289596806
10293_1	8.77059146692522	9.05255451796535	8.56492204189263	8.96772926422796	9.35568638130938	8.94136743418806
10294_1	7.25431573183175	7.25538394847124	7.23486463756775	7.61209345515923	7.60986978513356	7.34444579150095
10295_1	8.57383040365184	8.24803096814139	8.6761083782558	8.80596761830573	8.85717829302683	8.87555577183432
10296_1	11.4888146803938	11.1555954069234	11.3902349627789	11.2325099062505	10.8567890246804	11.1413693973333
10299_1	8.94523335917349	8.55750497774591	9.0049535126456	8.2927436764575	7.07162283816442	8.72259977781274
103_1	11.9851281883748	12.0845824304591	12.1027215135313	11.8953297848618	11.7743783616068	11.9484604558464
10300_1	8.46030724059448	8.59541600698049	8.2725731976455	8.64033033350788	8.09466499065435	8.18105780777857
10307_1	4.58178054570509	5.92315844255994	7.22329109484286	6.39683715230013	5.38497558734004	5.74321726593534
10308_1	7.55982046128533	7.73750578615801	7.60801985478727	8.13965625426938	8.4263610812906	8.29316763635144
1031_1	11.295118223039	11.3905966375854	10.8413729810224	11.4929005298569	11.0070524675095	11.3104030089415
10311_1	9.17863425639012	9.31751408764623	9.4265810643988	10.032499200775	9.87269945703517	9.94814166610864
10312_1	7.28060982236357	7.39268651356467	7.30449783345261	8.37046989603046	8.36219245785525	7.72250950837402
10314_1	9.33215853894423	9.42745491372736	9.36230581551514	9.19032956953239	9.36710153745972	9.66926416974127
10318_1	9.55676266651339	9.7959624950562	9.6452312859431	9.69986729104605	10.2200955282339	10.0550502669188
10318_2	8.8019995200016	9.92604679314626	7.09552519027816	7.116681721979	7.566226017065	6.67129487929791
1032_1	4.6981195580937	5.84001526492484	4.28040307630491	6.27952246146799	6.83068943499588	7.05355920374092
10320_1	9.36267272480212	9.2665146922924	9.07986297234082	9.70809899843316	9.70432223083095	9.76720337137063
10321_1	1.65110868863989	3.25848524483689	4.4328728552158	2.33923532360968	2.01472220954274	1.17641880634021
10325_1	7.16837044113776	7.67160727120918	7.63424474351468	7.80483856099843	7.21438830650958	7.64929030840413
10327_1	11.374099005941	11.5788298471386	11.638264610176	11.4650603961302	11.4614511760198	11.5254947503754
10329_1	9.0486318964199	9.51712748192258	9.19991607643852	9.07806260167637	8.51278262350916	8.60285402100859
1033_1	10.9382520970553	11.0371786768566	10.9447367125722	10.9771054661324	10.92149959931	11.2574960371667
10330_1	11.7826130468004	11.7746882663417	11.926679099586	11.5466986432861	11.6137124280908	11.4921656062975
10331_1	3.76183610622703	7.4759750866019	4.3624930439805	7.02513034967943	3.55709799892636	5.78323800400308
10332_1	3.34263655132532	2.57006231120171	2.14726632652525	2.57704104337321	2.79523920334455	2.43763081437856
10333_1	5.47617803079409	6.49400036426955	6.19220142816764	3.97502024553726	5.90148302551301	5.68406346791889
10336_1	9.59365966175457	9.54647926693324	9.38858276408378	9.5100647780595	8.88105688052143	9.69055355592979
10346_1	7.483481852735	4.10833510573223	6.99252209385315	6.40361103133554	6.84756117417585	6.95599215735958
10351_1	1.42946144838153	1.59836614057159	5.68362444684262	4.97413677286654	4.50273472867003	0.784747503335423
1036_1	5.90077294175097	6.79645322424722	6.23466311084914	6.64793864164771	6.34103518023061	3.25470332364699
10360_1	11.6484093131118	11.685743365955	11.5825349381164	11.1096232861421	10.9871267569652	10.7660731640659
10362_1	9.69636327407121	9.63344577696712	9.59939194934864	9.22733579778828	9.6380544179629	9.41243428416761
10367_1	10.2302292894145	10.6221623073951	8.72906013216083	10.6055976639742	10.945954250648	9.43774283283192
10370_1	7.13893364605546	6.95019995759714	7.55487539062836	7.57892482706424	7.37699139635489	7.1146184202484
10371_1	5.20802222503692	5.98571684574125	3.7362820494272	3.00037122734765	1.07548096018033	2.96792048134986
10376_1	14.0887705409941	14.7162730132389	14.471748067386	14.4010577434355	14.5649340473941	14.5015323198765
10379_1	7.58726197726142	8.25345455376164	8.40575718800102	8.64559589321565	7.98545549393086	8.13816533020751
10381_1	10.1106862321101	10.2045288622587	10.2643915582555	9.68418548504445	9.71074257247066	9.32879472597081
10382_1	3.88923910225363	3.53935593779411	3.34539252234332	4.02117097663145	3.81067862399304	5.67595202436153
10383_1	12.5586306725186	12.6977161917991	12.7403287192558	12.7970538287196	12.7873363794718	12.7780833072768
10384_1	9.33924068573392	9.58031857280959	9.34174365432881	8.25812435560436	9.13483274451029	8.83328161035967
10388_1	1.63133221835177	2.76717727263713	2.43933878964306	3.16619122104496	6.5502082696739	1.16406731489545
1039_1	8.73571226010606	8.5863483369747	8.47930711615869	8.86626848325072	9.03228150462077	9.04111378482578
10391_1	5.36563260548103	6.78458656499432	5.25856571711684	5.63748204897582	5.99772025665126	6.27243270598812
103910_1	11.261140695278	11.3591965117349	11.3983676141455	11.4711064718928	11.850964214947	11.536326435144
10393_1	6.86973299917645	5.64653008930962	6.70641801083338	7.19505485261259	6.5356368239856	6.03936948473909
10395_1	3.21627829705084	4.66853984926648	1.4910105700055	3.12128642905446	3.45066793119668	2.48943919455884
10396_1	8.23243417135837	8.0958892190735	7.97675553260584	8.01374380602059	7.96251712905676	8.0161556354552
10397_1	5.59447852540623	6.69692188685297	6.64519226941933	5.92292680394327	6.79245557841429	6.00369373569058
10398_1	4.19622495176192	4.09354677099961	4.95905808712186	4.49055924987811	4.10731722470695	4.69307281359321
10399_1	13.966670740145	14.0816292584007	14.1367189491479	13.9484946916248	13.6096557210748	13.7217484544301
10399_2	15.7288617867328	15.8468453399871	15.8002443725915	15.8741207193016	15.8648010634032	15.5666611497152
104_1	8.81162666791151	8.85164025867402	8.58616057375717	9.23618911701592	8.89770605231451	9.25035911191369
1040_1	2.82241757279315	5.53413886596342	3.52854774367501	2.8015966228203	4.02117683051206	3.55318811997427
10400_1	9.48443500545509	9.62421812548149	9.37341253902329	8.90073467728301	8.93424960532565	8.49185409200849
10401_1	10.0833248898145	9.75710828209516	9.77222289812168	9.55567692276357	9.85249011577042	9.78067416480837
10402_1	5.74603412000033	6.73390503328313	6.20377414878387	6.35246411641585	5.99280719454567	3.19413323744352
10403_1	9.64649667061789	10.0783345749057	9.63041815305636	10.0440674690724	10.1879339298667	10.12921232914
10404_1	4.00341042194314	4.85337978824169	3.10008427446441	3.87160704266991	3.46322679882975	4.70887577343656
104071_1	7.19212144383214	8.62488798761895	8.67661187662355	9.13034017682278	8.17908939812497	8.77215766454249
104071_2	6.26363055323017	6.05810911804976	6.44159119938148	3.69365966837123	7.1899920757908	5.14738209313843
10409_1	9.18551182636923	9.00182984890482	9.2394115800496	9.31184651052205	9.66060518108033	9.86096594834228
10410_1	4.8783614937663	7.3331092105209	6.97801130180743	6.62471251970594	7.86096488638397	6.23426208877055
10411_1	2.01180304583807	5.90251822688981	2.20149551062983	4.05111889266406	3.14035121255573	2.46462546974884
10412_1	9.86536097417065	9.4436974949505	9.88522719031515	9.35690630967138	9.32210160386993	9.54057111867167
10418_1	3.60936978369318	3.33576193848134	1.85541214806358	5.89875127294021	4.24511423443161	5.63189074492664
10420_1	7.07122403981439	6.72866346930506	5.95535507253369	7.18304661199063	7.5116470527989	6.74737760152818
10422_1	9.47773512633984	9.27691046263408	9.49960641876796	9.75153500296246	9.77464376944665	9.15953327981712
10423_1	10.6468978115868	10.6938954741905	10.7151564645164	10.8364083393348	10.3346099938383	10.685561224166
10424_1	8.23639267964998	8.6352429084893	8.59781263621007	8.51311365426892	8.65741981514157	8.65134194771508
10425_1	9.6416419714513	9.83598337902544	9.95005729034441	9.92019116118193	9.83812892020741	9.49294639470144
