ctrl	ctrl	ctrl	ctrl	ctrl	mef2b	mef2b	mef2b	mef2b	mef2b
10049_1	10.2286724584369	10.3978950210195	10.2397482536972	9.951507640155	10.2532109208713	9.23773387057933	9.84493401259914	9.46174792412097	9.85457296129591	9.15081369224925
10049_2	10.8546068693447	11.0801063518617	11.1526233904758	10.7776642021649	10.9330406172765	11.4027350810763	11.494765078948	11.5254878302708	11.488021690839	11.4433753823847
10051_1	9.38444975740652	8.71645163417165	8.58627702902984	9.52891402863046	9.24514210171539	8.96114379722985	9.11381398575707	8.52864874511641	8.66959055503631	8.65580883908453
10052_1	3.90272665760806	5.73947582385881	2.60942795773381	6.52345866734494	7.65150133462742	5.83839650943532	5.988858778414	5.58938446593002	5.03612807382886	7.05162368435825
10054_1	12.0347613723953	12.5784564337988	12.3061383474652	12.1084977406022	12.4387989657267	11.9225828836398	12.0924769012069	11.9638442986364	12.354684286342	11.6580313131815
10057_1	8.96683863034661	9.05958718970532	8.88845226785161	9.16579815041913	8.68425015310851	9.85044127742229	9.46847776553123	9.31561959727896	9.58936667305755	9.79716438403007
10057_2	5.81329248715417	5.55055671314365	4.87519440670277	6.3868989330302	5.48690327807561	5.65964776955542	5.38187652617122	5.08944193728858	5.37317575153532	7.2428699628134
10058_1	6.82710294183796	7.29409030071265	7.03840974375306	6.44731825993536	5.75821973232067	7.34835356204485	6.6325153559461	6.72508442027126	7.10596404761333	7.53468649371788
10059_1	9.21969819671359	9.33789397100317	9.17037453146214	9.29755309682498	9.40294822417029	9.2351980081136	9.46972927813612	9.40518069969573	9.52194793215454	9.46391479309978
10062_1	7.56756059244583	7.16128268825648	7.55896884907902	7.55517605539565	8.27557035724234	7.39064021496783	6.64382370174349	7.57121778013174	6.93507243695978	7.50538498459091
10063_1	10.8265400440676	10.7237218545537	10.9615842377753	10.8870603145487	10.4611625467314	10.7397335760628	10.3823236567746	10.6103518562262	10.5294516418307	10.6965056238618
10067_1	9.17757768196078	9.31482145059503	9.21412385281117	9.49678916845171	9.64205727789938	9.57835267690758	9.34961155919415	8.98453511552638	8.97376362325563	9.83345703571219
10073_1	9.09621139621325	9.16946272361891	9.59271418942843	8.94894349664191	8.98229537525815	8.88210331252712	8.86628767594613	9.02421634221888	8.82757226129591	8.46999397730411
10075_1	8.91738762253436	8.80551843227999	9.09858383220728	8.92582222752345	8.50606924402044	9.00636575523029	8.41556935220575	9.14452197336112	9.01729291763127	9.01791993644553
10075_2	10.3058555617469	10.0834589339573	10.2009602487075	10.1894520832156	10.0647156362641	10.2298460500866	9.96870323246918	10.3722931818997	10.1917233605362	10.460256038518
10076_1	7.49034221779125	7.85879742741867	4.47972464824043	7.50194729394739	8.85253456453519	7.41677768086286	5.79617892298505	5.69365896579459	4.19868723014563	8.7803303497554
10079_1	1.83502173066409	2.29652499297204	5.99717532580859	4.05778978721676	4.23958415911087	3.57800693281127	3.73558298831799	2.20521503332377	3.17409921418321	6.40999728571689
10084_1	11.065191128131	10.9780568937851	11.0927656766312	11.0108644966763	10.837202148244	10.9758801845865	10.9724001040593	10.8923026102245	10.9328590933557	10.9645784210577
1009_1	3.14906724127487	2.50108146730101	3.71400796468069	2.24978811267835	4.82119857539715	5.4545019684836	3.49621305278725	4.35742900349575	3.91157452411072	2.44193716690112
10090_1	5.62111498340929	3.19395468612355	5.93055561270924	1.41962040881185	5.02343737573318	6.10913752233759	5.80044092619482	6.19385850144231	4.86729066916423	6.49163627685244
10092_1	11.0124476426456	10.9315124416201	10.8007095309447	11.2522728494781	10.8915852261932	10.8984526303356	10.9593442538968	10.6796450965105	10.7788555479183	10.6739920420929
10093_1	9.9930263035938	10.388069623744	10.1445340847265	10.2162945474495	10.052960139005	10.247085923237	10.097497130573	10.1763311700451	10.0168330780195	9.88335011064923
10093_2	10.1920469653826	10.2172005676974	10.5432675383754	10.6342390222694	10.4430165842122	10.0352675240279	9.88586573810909	10.4958366518689	9.96926397648636	10.1031247949201
10094_1	10.1688625468188	10.4675495944528	10.6918342511327	10.7030427947149	10.314727280583	11.1778765791641	11.0532869649586	11.1933684463904	10.9933105175725	11.0099075177722
10096_1	10.8044161655019	11.1902988454178	11.2574298681991	11.346566803882	11.4655957269737	11.3641517267802	11.6066514602394	10.2336364703456	11.6872491058891	11.3776118643272
10097_1	12.1185794074505	12.1989870199105	11.8244223912797	12.0909574522205	12.064326233975	11.8729265530416	12.1501215051753	12.2173818538071	12.2888673929071	11.8697322605537
10098_1	4.29428404420503	3.14358673298873	3.47805889380277	5.80055236240578	5.56420060456023	4.661785169474	4.27087091879683	3.96560042450759	2.36787858126974	2.34027968322205
10099_1	8.52069324923498	8.50268315415337	8.84022185018405	9.29170216968268	8.78042872636573	9.60109224721572	9.32465492923807	9.38799858335154	9.63657877319214	9.48756630105052
101_1	6.93620612574168	6.72416300234424	6.64953597227607	7.01461716689252	8.13726959490559	7.22319166169118	7.78807913840055	7.43490514334538	7.48678457496837	7.49189623300363
10102_1	11.2628941069485	11.137833670818	11.2935668755244	11.4632585462949	11.0510345328911	11.2685869675688	10.9004274379434	11.2231706412861	11.0775169912339	11.2631657782488
10105_1	10.6190751897803	10.5932328630702	11.125395733014	10.6838555154898	10.6854765818864	10.3674486743858	10.1825695957064	10.4872222750451	10.1950249436176	10.2960523808827
10106_1	10.9146818984972	10.7749382544017	10.6615129357812	11.0198614203924	11.0146124348155	11.0037082194185	10.9536680404688	10.9494537808254	10.9796047116502	11.0201906021281
10109_1	13.7898312998012	13.9368633712726	13.8795486171995	13.3837237675108	13.8703342028958	13.6546476463999	13.9850114502062	13.8991221357241	13.8392637988534	13.3826929907443
10111_1	7.95088620187773	8.31885236823642	8.47472285307713	8.43210523666757	7.6232758452396	8.30052277583804	8.4772989081581	8.79669692355284	8.50290205775066	8.58761884408011
1012_1	3.12984261247757	3.61105157447611	1.10408903609936	0.689715288220908	6.13242721870999	4.92285354150782	1.54541468425223	2.6317363379349	1.66137874435676	1.71317791336558
10121_1	9.09629574278588	9.48151485331361	8.8782500444364	9.17745116495787	9.04703419966877	9.30893255756689	9.48427800958583	9.03486440631386	9.35744464406974	9.77571026793254
10123_1	5.16613451764959	6.49855413719294	6.62947897236294	6.12239876009477	5.43660922016903	5.10248980988072	6.77586237229113	5.79455676404233	5.85389021600841	3.65304559432314
10124_1	7.36225786146297	6.55014426368433	6.69098355467373	7.11171922013618	6.09120860548617	7.33251878380846	4.57773160563213	6.25818263889737	6.72252697197551	5.59502573167643
10125_1	7.61471667812049	8.22510495917767	8.31467664684027	7.24431172998917	8.10941687127746	7.52260005108599	8.09919456492481	8.60868841823781	8.80499146876714	7.80770885357689
10127_1	8.98441694433748	9.27475204971371	9.17130295730307	9.04097731705644	8.98137823926061	9.15731006659043	8.93547838194775	9.15211383658947	9.21054973814331	9.45199056211998
10128_1	11.002431885119	11.4144103877934	11.4076262610374	11.1307766112711	11.1792215458587	11.0161930353246	11.2748799242335	11.3698164123403	11.2652573572392	11.0659044052232
10129_1	7.05415580393893	7.21574619155774	7.45566794811328	7.39955197256893	7.27363419090659	7.33955883356589	7.45094997950259	7.34209064691029	7.5553694976467	7.86598600222347
10130_1	10.8263279224673	10.919831940849	11.1132244553253	10.9129793357309	10.7527013392672	10.5889682030206	10.6632642267968	10.713850358261	10.6041165905553	10.617316190409
10131_1	12.9573675447959	12.8367089546807	12.9354010375884	12.8946285881172	12.8458296730137	12.753147433628	12.8092654361334	12.8502644916759	12.7555674774272	12.8675337406777
10133_1	5.45860941882051	6.21497892931112	3.68728669608009	3.57655890361231	5.33536337650106	5.17853718610998	6.25145448273813	5.60398404266244	5.51875257834105	5.32765303751742
10134_1	11.7630406798369	11.7417338254053	11.8143705518728	11.6503009836893	11.5911916868495	11.6303697669196	11.2877577730116	11.4261943264534	11.5081221742965	11.3340300539202
10135_1	8.3953684415153	7.75223995846818	8.04847494621442	8.42074122592905	8.70032884319921	8.17641147575078	8.53160136760047	8.73729761241582	8.70181580868141	8.42280487844429
10137_1	7.75329500968813	7.84050444101146	8.68644594034197	7.93466658785234	7.91765103596989	7.80893356854493	7.75749981589663	8.19376901919451	8.23713192017745	7.91053420795777
10138_1	9.42253202651699	9.30945267222691	9.49651255906675	9.13459107065861	9.45246553159162	9.98261012468769	10.011400486751	9.68916172281102	9.94230752394411	9.95096441743948
10139_1	9.79432638709458	9.74652377748986	9.74747617101895	9.91991624846249	9.62638540695175	9.67358813014027	9.6808071484858	9.50414133152053	9.53871316690484	9.82414738751075
10140_1	10.7981016787426	10.705239106051	11.0025999376622	10.9985367241939	10.5907605919047	11.0788646187073	10.7704265011808	11.0621405886599	10.7889794907939	11.0846772620707
10142_1	7.47064118951972	8.15209624834584	7.75969434641184	7.92753812624756	7.79166155165679	8.36919791634587	7.94187429378682	7.83415260527505	8.04415160785489	8.09394595386087
10146_1	10.423096527439	10.6069876959453	10.3049258952955	10.6006828663804	10.5560946567505	10.431396938418	10.3820035109393	10.2076854462768	10.2519426491216	10.1644151778544
10147_1	11.7217813115992	11.7133342355376	12.0387373223725	11.8040426444422	11.6270529890269	12.2141248796253	11.9493133038637	12.0588423768091	11.9847333665724	12.376512963517
10149_1	1.24923954877956	1.52723539561448	2.40196758129798	2.86124281866063	4.05839909463706	1.04192893332742	1.60688502883093	1.82980085304034	2.59256535968109	1.93975683100762
1015_1	3.04857807886278	3.24038210436969	2.29670846159359	2.62867328743862	5.65897920186369	3.04354740857845	3.083361431364	2.3385762260631	2.17331087675533	2.36616038447933
10150_1	7.67189972215915	7.98617453318017	7.40874000398655	7.87909830787397	8.00263940274237	7.57722911579347	7.78537430551914	8.22025559580856	8.07621026163318	8.35586172822
10152_1	6.89958674111017	7.3471494561168	7.76164777742644	7.76056788655257	7.54939632022842	8.05462313306513	7.98645480594222	7.19432120479321	7.83961608314004	8.01333200390757
10153_1	10.7955389120269	10.869127285247	10.8802970603541	10.7601790311178	10.9202885772301	10.3131153687711	11.011118369583	10.9112075204527	10.9455057165346	10.6823625981408
10155_1	12.445527042794	12.4980373296061	12.8824178479858	12.3717903618717	12.5291950014616	12.2419847144001	12.1101380095815	12.2117587979978	12.1500468888985	12.163815224211
10159_1	9.63849995033689	10.1863313458451	9.87040742489714	10.4819233966467	9.56120542449686	10.2942926957468	10.1978380270369	10.3291160698222	10.4812339897449	10.0507808876114
1016_1	6.13436760186511	5.7790771935987	6.46279871437643	4.9624350729029	6.40777807512276	4.40297303854369	5.8634449098924	3.012627015604	1.1866257870765	4.17490645406145
10160_1	2.63645769896828	2.8033267233803	3.65067634877262	5.05091764575284	5.08494411922172	3.15319634782011	3.08776314796347	3.56467948395101	2.61326250092061	4.24682052634592
10162_1	6.60559971787171	6.98636339974898	6.68316859714814	7.27773671685846	7.49975401620111	7.55404754867654	7.25311910692315	7.38893625145363	7.22326994183121	6.75253392704505
10165_1	7.29941264320428	7.84075366513912	7.52807371836338	8.13370948808635	7.97840015190523	8.01496702299779	8.50732546597558	7.79581350431666	8.48095146225234	8.20361490438101
1017_1	10.1017422003871	10.0525753137815	9.80355443045345	10.1325590311338	10.1172892053015	9.81210833723091	9.84843515033943	9.68365628471292	9.60873840257448	9.92030934254607
10174_1	6.29620236692925	4.7925268514429	4.75539025462542	2.88019830750116	5.88162500122236	3.92313710427588	5.61526604931071	6.97599898532767	5.61884395711429	5.8564734977788
10175_1	12.3053911575552	12.2182204420446	11.7394188735723	12.4605141068271	12.159507934278	12.5596285721491	12.446212681499	12.1780302145141	12.2997722685172	12.3929597557569
10178_1	5.45072842105554	4.40018176859675	6.16831880485866	5.58641140466906	3.26557579399341	1.20195670873256	2.70181743983468	2.67364943586562	2.87578433163898	5.72998351270215
10180_1	9.38369082283342	9.33100706843105	9.65309943880905	9.28824883277562	9.77024754939913	9.29407784759153	9.27752157837518	9.72162029308589	9.53968731135187	9.49178250852875
10181_1	10.0089392202272	10.4278595183962	10.5428259497252	10.1955414012611	10.3975670452593	10.3699623210941	10.7403706990745	10.6245802558536	10.7730343217066	10.675077811827
10184_1	9.61068584586555	9.40979733665632	8.77930098571005	9.68769072857331	9.11978323013341	10.5344498611937	10.3739968766065	10.2056386171979	10.3121199236061	10.5089800043495
10188_1	8.87010424755871	8.49890583702608	8.8936940897702	8.68056497312286	8.68582978670137	9.37008373298338	8.93217327637591	8.94368811466509	9.0927038080284	9.23377092475096
1019_1	12.0307017396567	12.0995511158894	12.362520673531	11.9934801001397	12.3400023520122	11.8750510337361	11.9793683374376	12.0313600812247	12.0818227575997	12.1242160574095
10190_1	8.73043754650457	8.80727282284913	8.78401440617242	8.40794889870756	8.76565275973516	8.42250177804201	8.26512062202774	8.58450505413503	8.49799258025019	7.97097956727327
10193_1	9.4755119182977	9.33356640099173	9.12835151742542	9.56412379531255	9.34317231056012	10.1520219337892	9.65812089459804	9.53275025645583	9.90471664930182	10.1360650019403
10195_1	10.9913659720949	10.5801303027918	10.8266230700916	10.7865121859866	10.7339704942314	10.4165889350011	10.4856666277823	10.4110727399506	10.5097121620911	10.5541752139105
10196_1	10.0150376926377	10.0957070783046	10.106581484605	10.5058164752993	9.76100311379681	10.0175186194642	9.8146198357061	9.75168274076417	9.97951616626137	9.52161620367782
10197_1	8.6839367883338	9.1792057095824	9.41197156598052	8.83467122707679	8.94619280584865	8.68177832172885	8.44442738513543	8.61261699805514	8.79931235834556	8.27127264831243
10198_1	8.03259536369295	8.97251329714849	8.33852500245046	8.88756693655576	9.02654600291619	8.76185278698006	8.62824699389335	7.85508235435912	8.40368560707221	8.0591624855035
10199_1	9.176870985416	9.11830803519187	8.86336848334323	9.15535910040421	8.97429938397822	8.57236753881917	8.65075239685611	8.90217992313718	8.83985750632057	8.2363907218883
102_1	8.34213141380667	8.94569820122685	8.68391127125295	8.74897950636895	8.16146349553931	8.54177460169135	9.08507343654618	9.23264392965765	8.90642677222075	9.01729536113846
1020_1	9.02802123523831	8.83707828786562	8.80933876326631	8.9905615402498	8.94708261164213	9.04692210759021	8.94713923807981	8.87731711911749	9.11908084203847	9.1977261508472
10200_1	9.9619705525988	9.72685065418495	9.78899141142058	9.71990005692266	9.79713386588034	9.28925410959679	9.46909960548174	9.10911148262701	9.38324343123576	9.21220547507537
10201_1	7.46858483262359	8.43711275254381	9.26702893071719	9.79286185740066	9.25766464253385	9.22507338904832	9.30303856171646	9.11103450503728	9.05761403298392	9.07155624323495
10202_1	5.488195992553	6.38325451892295	7.23561841977873	7.00492024740816	7.71042599204133	7.7498028603492	7.3512272345243	7.23195708114322	7.04367339363632	7.06320527135838
10203_1	5.530863091113	4.1126502188865	5.61816505443331	6.51898264270661	6.83484888820291	5.92248224493318	6.13944685761399	6.29876007928953	6.25392145645171	5.33904591213396
10204_1	11.0016450295603	10.8178850127372	10.9353445007145	10.6072066567601	10.4772971810055	10.5368533591693	10.2278705380625	10.5677508552552	10.2524032615683	10.4418686238205
10206_1	8.00591677860291	8.11335991229817	8.17748150771881	8.05283299967287	8.38499788899057	8.43106710938197	8.47023562767489	8.42090287738974	8.52122797050354	8.23489742850046
10208_1	8.52986458587965	8.44816796690792	8.80806165414411	8.62333717001972	8.7431038238945	8.98993348027355	9.28543734936297	9.02494179520115	8.97424694237626	9.1785908638361
10209_1	10.7369942167214	10.753340802129	10.744962313992	10.5763743786512	10.5515572172006	10.6403164718915	10.6689801327984	10.8313812596592	10.7723031865105	10.7804600834639
10210_1	9.40368700814911	9.42473044211452	9.73092854605225	9.38012273093838	9.21601952291335	9.89594691309261	9.9385059338785	9.81327534721833	10.0813673379201	9.55283482959928
10211_1	10.8698054116684	10.5437408313847	10.9131059463389	10.7766923147495	10.668389569321	10.6688659438021	10.6533277429569	10.7510970930496	10.6572362786357	10.867881024308
10212_1	12.0535413086185	11.9738588484366	12.2638417284716	11.7658379488468	11.9537739123449	11.1389946981019	11.6570504124298	11.5952843176297	11.4920952725182	11.358699529185
10213_1	11.5910765753171	11.4119997506898	11.4452538325538	11.432474044286	11.5466540526749	11.5729179038472	11.3523253411705	11.670525525794	11.3357955606719	11.3725145450686
10216_1	3.66601059817325	5.00326234836436	5.84868300854893	5.16073006369201	3.57822245083177	4.78844344431599	6.27467522319499	5.77130406299262	6.35280326787153	3.11738780496223
10217_1	4.19346628661533	5.16911207016064	5.61196599015295	6.2938469603428	4.71331786120012	2.24307334733851	4.73093660007599	3.49928733034465	1.6193142028758	5.3570094041352
10219_1	4.80605634641601	5.39807320926084	4.98053848210619	5.68716256263524	3.06201210622826	7.00231918433884	4.8691070114696	5.39804957592724	5.84141978869066	5.48117021834598
1022_1	8.97458222528393	8.64705872714984	8.7676547357906	8.48847674132419	8.75105519256846	8.82052289853457	8.64065223530548	9.06869767512575	8.75931153235865	8.71682895622388
10221_1	7.4082582794251	8.24070681652884	8.31504422290353	7.75784563798697	7.84951069954665	7.55507069876031	7.87241525172881	6.88022874521666	7.51856545711982	7.82903815882865
10223_1	9.79695703703517	9.16872995768721	9.52460591852002	9.18654558953671	10.0262013792584	9.32635863510834	8.89104310536447	9.86434308386134	9.00738811024072	9.31971357381781
10225_1	3.85887000875884	5.08601758347691	6.00686447128816	5.47199159737992	6.95358261438623	6.40153211770714	6.41558287322013	2.26229658670225	6.1527808039556	5.96923599164241
10226_1	9.14891636152909	9.595391884308	9.2059668896448	9.18686718937402	9.20841632793002	9.61021812761607	9.51746459142581	9.38228938261232	9.7746360298115	9.23118754254499
10227_1	8.77967119966952	8.85767651672015	8.94728799899582	9.20311411581303	8.49679209056809	9.04181734562968	9.17290149801151	8.87423857044516	8.94407551221628	9.27640138561154
10228_1	8.88907161667289	9.05406463836271	9.2532315879541	9.11908366453496	8.8314755522646	9.94829321662592	10.0376915278343	9.67075886538851	9.79884531733172	9.41730500434931
10229_1	7.86500838378815	6.57022957157559	7.1562671060261	6.77919571874416	7.91747008600787	6.70832865393206	7.38391456310491	7.61098766907212	7.08093655546877	6.70191588161172
10231_1	5.20361709335484	6.08516118293577	6.89880353897004	5.17203010792255	4.10373468187617	6.56033621728865	4.92483409829069	6.41982896418504	5.82401671900878	6.63942826377782
10233_1	7.40422210423203	6.68395312421856	6.28412590661524	7.25961500198215	8.37071777889802	6.70865986529751	6.91334590299334	7.47968123311148	7.48325892634381	7.57343276640508
10235_1	9.03201267437889	8.82589768259914	8.89462390569373	8.73017699631901	8.76872973365599	8.98466736062522	8.81572398568267	9.40943459284518	8.97178134399914	8.90541348623199
10236_1	11.6499086101419	11.8630414484452	11.8711156192222	11.7534479182873	12.0218041696674	11.1475009129009	11.6067758038109	11.5948585937651	11.6354254679741	11.3869479326528
10237_1	9.69588426818788	9.2540533158852	9.60416429803818	9.60200663935552	9.57046746811348	9.05522452894849	8.38051730878498	8.97267461766942	8.48359130609264	8.74835346707991
10238_1	8.92753041174996	9.06389515455	8.72133164319113	9.18580034171678	8.79524652479445	8.58446442147116	8.80850532704758	8.90657318699659	8.80547413658516	9.32479760023749
10239_1	7.4863652465706	7.98980853598733	8.25447359125073	8.05517684479656	7.3773943122312	8.68391411724912	8.26963038656181	8.0103125555426	8.31439949155892	8.00125334026234
1024_1	8.17963919626706	7.80471729351813	8.65919070001521	7.68393458381385	8.72477334157858	8.48498326709291	8.14166368329085	8.29515670061709	8.00142264129431	8.14416252337727
10240_1	10.314226271154	9.93944981874605	10.2470664358497	10.3339862958471	10.1448615945106	9.82436796964792	9.97553356326835	9.8376068637981	9.98053946253696	9.83757081906676
10241_1	9.90403067207482	9.79727250335159	9.85295250368008	9.48329195695996	9.38588091473746	10.1291341339548	10.4184570943367	10.4547482742032	10.4283379222313	10.5038299708222
10244_1	10.7313244488038	10.384254852488	11.0147978985542	10.4800333156167	10.6740525669822	10.1674979588759	10.1403838676081	10.4996572399985	10.323225954906	10.2815777317551
10245_1	11.0367221663807	10.6695693054906	11.1179682244615	10.8869748332288	10.7764880259449	10.5290190310045	10.3871804725894	10.5179742166863	10.7788493013846	10.9896256288044
10247_1	11.6236293823298	11.5201254961013	11.5471021267537	11.7051160784042	11.5702229646201	11.7807721373851	11.6102829725006	11.5702713138402	11.6751453942741	11.9993058640098
10248_1	11.5727115054364	11.7097892838554	12.0402707885707	11.739466937955	11.7305835558196	11.1413717784193	11.2445296845904	11.4342056058346	11.319027166395	11.2689835574212
1025_1	9.30328208635581	8.9878378520619	9.18305089064169	9.04679089749495	9.37546786625724	9.53860120437067	9.3474331630695	9.20690757717694	9.34300086100736	9.29920516640035
10250_1	10.8819182031124	10.9084273172454	10.9789999346801	10.6989026910276	10.8088296110923	10.680610930465	10.6417197580488	10.7800249528964	10.7884958610532	10.4807043865094
10252_1	4.62425349024733	4.33982533645512	3.9912935434512	2.85653600084941	5.32893401570948	3.55810384164243	2.49218826353689	5.44796517617038	2.75387538602648	4.92844044512564
