ctrl	ctrl	ctrl	bcl6	bcl6	bcl6
10077_1	1.20046692791009	3.97851974371253	4.28318039665661	5.65210841441336	5.79251020560246	3.71655875422179
10078_1	8.22443865852357	7.86341864368343	8.27173562477807	7.73701263400843	7.815504351639	8.46823653192798
10079_1	3.84905409247659	5.02376990970843	6.19034648115126	5.26023240277256	5.38528062371332	5.03398519364029
10081_1	10.1961481519865	10.2877444752422	10.0679912519442	10.0959827258303	10.1525133970272	10.2892989993083
10082_1	2.67346887200196	0.41307859537354	5.02976827004629	3.68844209402412	3.8545648666361	1.21851283664652
10084_1	11.7074554585608	11.6247362820364	11.6275411383229	11.6163891233427	11.5963158676047	11.6018380755801
10087_1	9.33920772423107	9.37937706599678	9.28833886447235	9.54349667176491	9.55610244953385	9.38803440874076
10090_1	4.54602602925783	4.81065096569099	4.59927075760845	5.3694544695276	4.29932752323049	4.63490973832424
1009_1	3.74384639882415	1.86448173084543	3.54341425635956	1.76900319500318	1.25651163939194	0.963872303653197
10092_1	11.5389562120439	11.6107470408753	11.5110919198873	11.5195771973794	11.5698832498748	11.4538013934333
10093_1	10.0159834247899	10.0231518420469	9.94583135028371	9.4539064701264	9.47098024061087	9.65985617395272
10094_1	13.053052258691	13.2385713124501	13.1656104585368	13.0722783573929	13.1059681973092	12.9635939967183
10096_1	12.5560438967541	12.6167721203503	12.5511573158552	12.654910785391	12.6021884821845	12.5085222509736
10097_1	11.8532546483396	11.9119026459316	11.9252136548174	11.8166342930256	11.7849309376318	11.7118560492842
10098_1	5.99199579724342	5.99179993731996	6.34134518577466	6.85096581163264	6.69007657049256	5.95407667101965
10099_1	11.2479321682984	11.1244347123431	11.1773365833848	11.2045420675362	11.2268094868967	11.2292011998978
10100_1	1.34062204032565	4.2415911825834	0.345984578124231	4.28953594415735	3.35784082022856	0.415556250696835
10102_1	7.9524498869468	7.91301222315662	7.88865087859422	7.92363241870569	7.84343022379088	7.79583266162576
10103_1	3.4022595054462	4.69984463258953	1.76142952828661	6.500640429232	6.31669342817899	2.58936549172553
10105_1	11.6291515432727	11.622748149846	11.7076996725793	11.7457427829874	11.6826565656224	11.8691165255629
10106_1	8.84592737635413	8.90229584301485	8.61254096761969	8.67984420527092	8.64570494814924	8.77414518643416
10109_1	13.1379244184332	13.1546062962887	13.1501637093907	13.1270692421078	13.1222126701386	13.0285462848162
10109_2	10.7139110476563	11.0423061630463	10.9935076903896	10.794578296125	10.936930251867	10.4756008359756
101_1	6.08171296263599	6.02381690221725	6.03998262322202	6.29883647972909	6.49788478879238	6.47847021378003
10111_1	9.93048065612751	9.97570592921351	9.96906163473788	9.96515955236105	10.1004773359699	9.94666801203733
10112_1	9.78928849684433	9.79406330954331	9.77151005666543	9.92180599012953	10.216465492868	10.2439191009412
10113_1	11.7918341833432	11.600720711771	11.7918022593344	11.3077217834335	11.2305794316579	11.4105228971743
10114_1	6.70529379437182	6.87784552028896	6.64828447511554	6.93843549562483	6.87816454797174	6.47132677633885
10116_1	8.64258024028549	8.18057948717952	8.42769663405501	8.7068799178708	8.77276839822674	8.67363700045009
10120_1	9.7273477808158	9.6413763237731	9.67880458694126	9.49860895337964	9.48779742940412	9.53058719992569
1012_1	0.226831905753101	0.347222337027716	0.101418415783838	0.107950388476113	0.577395433920567	2.06055808667234
10121_1	9.85605182494379	9.73195681127292	9.80036820609624	9.71403475960975	9.81370751350613	9.89784046277932
10123_1	4.78267228003458	3.93938494602047	1.57767632892607	4.21398144159175	2.5593799467496	2.54096285166432
10124_1	7.37835630910011	6.58928750337698	6.57445320458688	6.59516732271066	6.7271462120349	6.84880721173971
10125_1	7.76522493996979	7.49077181428637	7.70084593668023	8.4719558156688	8.70474325810828	8.52904243867341
10127_1	9.20038465956388	9.12414024526803	9.39452846897544	9.22551256738107	9.46203466055114	9.3877977539472
10128_1	10.9908663355274	11.022526724936	11.072808012646	11.0308782477972	10.9772688805779	11.0004063095306
10130_1	13.0247607499217	13.0417733978207	13.062162377639	13.0013383562828	12.9347089570385	12.9806912202195
1013_1	2.69026000204785	2.52001397468326	2.97262640921101	3.50071241360935	4.70224459084398	2.00765143314864
10131_1	11.523420092382	11.5173653532215	11.4463521140584	11.6666933186127	11.686862191215	11.8383214963515
10133_1	9.47549613487059	9.37361123978306	9.55603227954095	9.44674930150908	9.38430358785849	9.37249351244937
10134_1	10.915336253841	10.8486439425057	10.9239277671855	11.0541834733728	11.034659945931	11.151560235138
10135_1	9.90720203539495	9.87580758109199	9.81915474765529	9.91283967428845	10.130911920916	9.83183990653055
10137_1	7.77466076234963	7.5485902590628	7.58591939539059	8.24504324269169	7.90538121784222	8.10764248017737
10137_2	11.0894619041456	11.2933501806459	11.1743345444064	11.1190033432588	10.9622184289903	10.9788095007713
10138_1	8.51433457443625	8.76290798495223	8.68608242314941	8.86342652962862	8.85549863375495	8.8642016796583
10139_1	8.17414540722797	8.48388794690329	8.44750075103464	8.16414337799502	8.18962319190523	8.22229221705293
10140_1	9.66454313080906	9.8242463155409	9.46479744867798	9.60830696677733	9.38528745006453	9.30846895616076
10142_1	9.29037621030238	9.41782656040031	9.4712672398558	9.32802205313131	9.36944963632151	9.10637800866462
10144_1	6.53039511014524	6.09301661094459	6.18990197816293	5.96786675838622	5.46649569220899	6.1395381323175
10144_2	2.94087307729746	-0.0463582802582939	0.520739044471449	0.907412758770134	4.5016882824409	3.88853440858611
10146_1	11.3271305201906	11.4222224568983	11.3217592519411	11.3353206282354	11.1603266722795	11.1155775017472
10147_1	8.2306563311435	8.07771765275159	8.35793741829854	8.14258202321612	8.2532950544386	8.32240877486683
10148_1	7.12389177734658	7.68901506524527	7.53246209087888	7.44001793523767	7.87075151409373	7.65432833517219
10149_1	4.61245171155663	2.07736809001605	0.219354240550173	3.05349326613564	4.38588683509075	1.99636579306511
10150_1	8.479382563491	8.47303545335854	8.36275197526667	8.58597361262518	8.2348887646204	8.17220337524314
10152_1	9.05349429027592	9.1191439702852	9.18751762637166	9.12902228369927	9.2116870642913	9.22060505776099
10153_1	10.8197446487155	10.9927487171682	10.8471758741663	10.7555137727198	10.8781774690091	10.7465178032513
10154_1	5.97365667625376	5.62147049369344	5.49974671662448	4.51878011514994	3.88346632077103	4.64676977528923
10155_1	11.6620258486718	11.1808384031119	11.5614733254889	11.5401678802267	11.2729137139858	11.5609544884
10157_1	6.90185312820979	5.77792471729107	6.76738854789929	7.54540538968548	7.18450688852019	7.04080171836485
10158_1	5.34888631430886	4.94318249524471	2.90032016903092	3.69221327564836	5.53194159557069	5.07343735142473
10159_1	12.029282775548	12.0484575558447	12.010500861703	12.0277046591937	12.0400543049041	11.9753367805357
10160_1	3.19205774855528	1.88332215933718	1.70978045561384	2.79703611091186	3.57426794047796	1.95767058817388
10161_1	5.09815667205735	5.27736335440214	5.44529527863734	5.15347949268351	4.58556724006626	5.08483489835467
10163_1	9.90947164597763	9.5805736096449	9.70592565344632	9.33816025927153	9.6263252438587	9.76036391554734
10163_2	5.58206199235546	5.87922153251766	6.26013452246512	5.88608193027973	6.0023120996622	5.78142726622918
10165_1	9.35969736409151	9.63900609913293	9.3880662061245	9.23908982187973	9.47834935513742	9.53045139789245
10166_1	8.26212195061783	8.31051600443774	8.4187641093684	8.54050609063042	8.33256678422781	8.47927723734918
10169_1	14.0329853379756	13.9592769319949	14.0726083728145	14.0004082678912	13.990910911324	14.0258593185649
10169_2	9.07775943655487	9.09792421129772	8.95546337821264	8.60419985800528	8.99353278616399	8.80426752851502
10170_1	6.02570832462081	6.08390146347182	5.99465325834009	5.96990246037747	6.07479351741619	6.53168028374629
1017_1	10.3405390984257	10.360188052064	10.3106164581583	10.4348920489322	10.3637665756164	10.4279314368308
10171_1	9.06591129895994	8.96466238357886	8.99355879664463	9.02425735249139	8.99672667685316	9.21547503516929
10172_1	8.23299625607429	8.11425370062104	8.21126231282853	7.98715991970496	8.18589096971777	8.37637671387892
10174_1	8.35781873736916	7.92619507797597	8.44402384251973	7.80097115239068	8.074416413343	8.51338733195911
10175_1	13.2018677608318	13.1979728110348	13.2296148761206	13.1993117344211	13.2967719720745	13.0576305060348
10179_1	11.0540257954571	11.0730323239975	11.0789167793679	10.7868428882999	10.9235670459948	10.9342386679871
10180_1	9.81147128159329	10.041097755785	9.90511101102268	10.1387542375175	9.88557544017904	10.0654278499432
1018_1	8.06814613028767	8.19144572144636	8.21018014150348	7.89591876026077	8.19686118682448	8.03002684087443
10181_1	10.4485133535876	10.3294909280219	10.3063522413664	10.2049708074463	10.2257375826708	10.5625330647343
10184_1	11.0888938685144	11.155504168962	11.0809460823502	11.1761846517649	11.254283999327	11.1866472298539
10186_1	6.4827634119786	7.0560027688955	6.13845638177608	6.54031131530892	6.79299721853747	7.19673017269371
10188_1	9.1610899953271	8.91406148120626	9.02334681789257	8.22850247704841	8.33243373443709	8.84403985352076
10189_1	11.2190237373958	11.2995101331031	11.2887853571776	11.4521202234751	11.2467542232138	11.4023070536077
10190_1	11.0768589142134	11.1124502397159	10.9473042122341	10.9506405918536	10.7691138554551	10.8138445199061
1019_1	11.7992967285264	11.8585091070097	11.8708503343019	11.8102676030006	11.7752325463098	11.9459224731759
10193_1	7.88487638834201	7.64536624693711	8.06203667563305	7.73631390225668	7.94641144138375	8.01103213046221
10194_1	8.17029277742603	8.22046333125172	8.28990703362337	8.02529465861716	7.98560266851861	7.99093651093006
10195_1	11.360317715669	11.2088063832475	11.3080432393528	11.0810835017004	11.2637464554416	11.4317017937301
10196_1	10.0534193315271	10.3131578192295	10.1914919076349	10.2202048273154	10.1308594529106	10.0425457924226
10197_1	10.8305029430529	10.8519977413026	10.8673839349305	10.804256909876	10.6549856676362	10.8903006799827
10198_1	8.24118414227484	8.27687046681456	8.13749661858947	8.69035659624717	8.7756411118918	8.48705073890543
10199_1	9.3583079196815	9.47581076838918	9.49494755998613	9.57215452102088	9.3290072688936	9.48269642622905
10200_1	10.6044076147423	10.5666182912259	10.3809432142872	10.9411750128755	10.8028061737837	10.8660576496971
1020_1	10.2407866615352	10.1606056759904	10.1807492517433	9.85134775250749	9.96035902418562	10.1462531999741
10201_1	8.18447628743925	8.08623257680265	8.14042534023329	8.0182722060224	8.11864118693919	8.00821706062076
10202_1	7.26862786564815	7.15153798221062	7.03163174100116	8.11138883800912	7.53785936390954	8.25097686412221
10203_1	4.67546249628391	3.29508084721664	4.00060318476723	2.12849105402678	3.93310351476993	1.61091502293456
10205_1	5.17648387915114	5.41803793708909	5.30125795133864	5.85447496983128	5.44544997238681	5.9342135791853
10206_1	8.50432824688626	8.45227741283947	8.51939810496759	8.47244248671562	8.47100601393425	8.38798074017362
10207_1	6.93645171544992	7.62084460382869	7.07727791945988	6.81256806002623	6.77308667438137	6.56956455308275
10208_1	8.45032126912181	8.2584548453885	8.43018744665213	8.74534483923107	8.88055450692704	8.72215316615836
10209_1	13.521985413942	13.4314208627292	13.5308187509073	13.6446292657651	13.6780488342242	13.7119809345455
102_1	10.5281560674047	10.5180037493853	10.4137915466764	10.2990647746486	10.335566652276	10.2039310992961
10210_1	9.78824411285507	9.74724830334606	9.91195140306751	9.84229038818782	9.73983498085437	9.4804119250286
1021_1	9.07061357737606	9.17208479487218	9.28816699397116	10.0807001099935	9.97691634025797	9.91056942624684
10211_1	10.4357750589206	10.3954191817269	10.3958243654162	10.4491865582982	10.5707796819799	10.650817724466
10212_1	12.8944917539907	12.8496839206251	12.7204375477936	12.9925552430449	12.9559183679214	12.9403969879008
10213_1	12.0700187957086	12.1297269235549	12.0581944980664	12.2567351240908	12.288509408988	12.2865603815886
10216_1	4.91361466120068	0.072909145100656	4.33064624899384	4.39587120145402	2.24202012769248	1.2155541072566
10217_1	3.84197543143204	0.643358918807966	0.252567737957831	1.84075806865695	2.79824065167084	0.574452392551986
10219_1	7.04935395214301	6.89978859728795	6.53612977928066	6.84631121156079	6.83664467143891	6.64715268775351
10220_1	7.55792243962398	7.04320823917627	7.93091413723258	7.0900804182787	7.68084137483357	7.35314855247649
1022_1	11.3712661868601	11.4046098096968	11.3413833563378	11.27734536834	11.413701311068	11.2114312520284
10221_1	11.3958083809674	11.1921687036676	10.9844920773745	11.6589165164717	11.7016519784901	11.6512329025189
10225_1	6.60633309727569	5.42478955676815	5.60654384743701	6.07482484575797	6.60782152057246	6.49171582753221
10226_1	10.929391990323	10.8012589791362	10.9746102582114	10.4706046482564	10.4676704835191	10.6570879730508
10227_1	8.60385482286797	8.36130716957658	8.53070386828422	8.33825407941739	8.60176665741808	8.81685456223805
10228_1	8.5591303692906	8.44546237071435	8.54374295506769	8.46600492879675	8.57818872592001	8.39095665489167
10228_2	8.01064994283539	8.09937455481949	7.97179488933304	8.098207250754	8.0754696903195	8.14646159679809
10229_1	7.89715228209697	7.51239090358116	8.10965832658274	8.12405492187153	7.96496115531867	7.83167780108231
10231_1	4.39339387457156	4.7185757654781	4.02053446127748	2.18178656516173	5.6389407758361	4.67418029199042
10234_1	3.98256777123026	5.37991932267384	1.85179742246826	5.37217582414807	5.01349469765266	4.58911549484761
10235_1	6.8723386737281	6.78688503640088	6.84260459227855	6.08313043537991	6.17876585471469	6.4959202887658
