foxm1	foxm1	foxm1	ctrl	ctrl	ctrl
10133_1	7.78358821076587	7.61445418970575	8.01388658039538	7.64836502352829	7.50479371358406	7.67999246212305
10134_1	12.0285445430202	11.9147409786554	11.7078912262512	11.9210878017092	11.894263068738	12.045915708837
10135_1	8.89453757342889	8.40313111619403	9.34755145427865	8.53915336401	9.04501654540377	8.8271985151678
10137_1	7.77868417790019	5.87026244408619	7.39070779303714	7.6902147961442	7.65372010913287	7.69319453131533
10138_1	9.17562601068835	9.04988360558394	9.13972520676823	8.72251534444607	8.69471708424023	8.98299876237472
10139_1	10.0122051174599	10.0601512964073	9.92798959132283	10.1372456058007	10.0318253021761	9.80564001672379
10140_1	10.7609848846306	10.5154506090751	10.780856822197	10.7515950181783	10.705013019759	10.359395907378
10142_1	9.18170630426245	9.28458365266333	9.25204658669042	8.85508923790673	8.67072791034104	8.87182183376697
10146_1	10.1633480765054	10.3991350162695	10.014200411413	9.75125185855784	10.3021029605179	10.5190652633811
10147_1	11.9854557740817	11.6504081678564	11.9759294065537	11.5437102868571	11.8460946608167	11.6867958286915
10149_1	1.67046430491813	1.94150245106781	2.39136353691208	2.93116565315362	2.68936446523247	1.73779994446317
1015_1	6.27242536548757	8.01525924428121	7.75296843438371	7.56130599839364	6.8969838423701	7.25225908131117
10150_1	4.46283674654493	6.61762146318029	6.43917779792018	7.42006637803029	8.0648449739929	7.38000235494225
10152_1	7.46765842873256	7.38919683533211	7.48816980843818	7.86047101815296	7.8892966142513	7.68377323424985
10153_1	9.91263192922807	10.0936486984948	9.96636810377092	10.164280334887	10.1267035890471	10.2894772840561
10155_1	12.1994967655582	12.2686386108457	12.3280158321712	12.2613575145819	12.6326950692836	12.2565750133981
10159_1	9.92971219725087	9.63615032670906	9.6167510179704	8.8571693994321	10.0168473576447	9.91290754953469
1016_1	5.65911884061779	2.97165486953488	3.86236480965707	4.49556964320234	3.61288925736495	1.34144434185999
10160_1	2.51548682613809	2.7135443363019	4.02201702919349	1.98283714954263	1.93529612476986	3.05816875626734
10162_1	7.76984184390319	7.71537856810788	8.02477903764413	8.0348091102653	7.86247913929858	8.12497976313583
10165_1	8.10855159143123	7.99954644479285	8.12220536575825	8.09502615357144	8.03987498349355	8.17847715757257
1017_1	9.67182995174077	9.30096762778846	9.24493397783684	10.5306616008259	10.6579444223367	10.6494784791404
10174_1	7.60523335401111	6.81008564960176	7.77792092091782	6.72509203518338	7.90575954215658	6.88163886397644
10175_1	10.8859638860136	11.3930001370971	11.2568793027613	12.0614355225209	11.8184897158193	11.9592181127448
10178_1	4.62357253148811	1.73596807278466	5.55594229055153	3.85812444896875	3.09459778749248	1.70888475891994
10180_1	8.67016630980271	8.44355940392826	8.51186794671029	8.30963944833947	8.31675366387245	8.23306465102637
10181_1	10.0594902020833	10.0765087629704	9.83858445993044	9.71294488970552	9.80325192371152	10.0122789933375
10184_1	7.86662050377697	7.72283396215933	7.49891477531355	8.45723342569002	8.33900581753894	8.04341703317564
10188_1	8.13668512692388	8.23702331911161	8.58802032684352	8.6537525431469	8.76421653397498	8.36634312675539
1019_1	11.9796563297999	11.9424144760703	11.4849820697414	11.3821610881645	11.7557594352117	11.7096203694435
10190_1	8.56877395588695	8.18921853703933	8.00386302002411	8.426450249998	7.87898213529173	8.1656175793755
10193_1	9.19809889437335	9.4485520257299	9.57172259937941	9.1487480562372	9.01547762313266	9.17406207862514
10195_1	11.168789755871	10.9700087556014	11.0309772586899	10.8279122238248	10.9904469027624	10.8548421273986
10196_1	9.31694890533003	9.41896416011653	9.62812123687308	9.94791047806954	9.59401839984534	9.59950686110303
10197_1	8.45862276196976	8.53138966306681	6.88674057584757	8.91329637822585	8.89376792700283	8.82027528791692
10198_1	8.61530261537124	9.15239638489652	8.48211425474915	9.08403786395561	8.9090895782125	9.41484619200461
10199_1	8.74238531333087	8.33320091035815	8.86739004033142	8.53494357209031	8.33589465983279	8.78489183892238
102_1	10.2981292571512	10.7750733236927	10.312830530794	10.5735727409302	10.1327958155536	10.3049884406578
1020_1	10.1166343857873	9.83305758564141	9.84850453931811	10.0708021286494	10.2511337381235	10.074860086967
10200_1	11.7377281587277	11.548032707308	11.2817747207021	11.4693269965422	11.3307562855129	11.5084542074211
10201_1	8.53610768464329	9.24976048161132	9.62940391885012	9.74081515919477	10.1286971976765	9.70424505408999
10202_1	9.30558942509782	9.60845506694393	9.81607824261717	10.1721092441022	10.1211976447324	10.0132959604204
10203_1	6.05823352619023	3.35007711136768	5.42368167727251	6.55050685372484	5.4449840579477	5.65794947744348
10204_1	10.5270452871972	10.1496904362988	10.6729516923653	10.8990721397609	11.0684140878096	10.846764013857
10206_1	7.89539480727175	8.68425769680981	8.42330141677304	8.74438882113308	8.88584160755057	9.03810262901489
10208_1	8.54722425000881	8.2385135665695	8.63031574614247	7.8656920433974	8.08527004424609	8.43115694746042
10209_1	10.8818888839896	10.7871818833654	10.96480509494	10.7221368358419	10.9876086108243	11.0507175649006
10210_1	9.37395970282838	9.5296337979147	9.14471360716602	9.15356606237259	9.18583907835238	9.04195241301195
10211_1	10.9530709070179	10.8798944116373	10.8741773874198	10.9653431443835	11.0645875740784	10.9789639495499
10212_1	11.893354394191	12.1133174264904	11.9287197268253	12.0495650461176	11.9620061790341	12.0256728234406
10213_1	11.9116152964928	11.7546385374195	11.0579029272375	11.1613660851371	11.6708668866585	11.5318403054981
10216_1	2.61848254550708	4.65787940771917	5.12621934397515	5.2165513770068	3.77497709550866	3.96246838495421
10217_1	3.4454448890385	4.8579549279493	5.97145516648741	2.35680282896275	5.10092456460883	2.62078405284951
10219_1	3.4455943922706	5.00733499082002	2.78045872976668	2.24476367770885	5.93177491038574	5.84664126274067
1022_1	9.03921198448521	8.74683719033594	8.58869438980493	9.11517132150757	9.50926572332213	9.23356967873349
10221_1	7.65040248751043	8.79580646900969	8.70314498202675	8.71471950771121	8.00236891794712	8.52914470105921
10223_1	9.11803003064662	9.2702441633683	8.99180122782734	9.19269713004051	9.8752818773142	9.41196954526873
10225_1	5.09221990166916	3.09443207934688	4.98597022642897	3.49962607889268	5.56054326975309	5.39715511919729
10226_1	10.324289146319	10.2010081897492	9.97637409705761	9.8527925308815	9.73105199953157	9.97276045328253
10227_1	8.55239566887371	8.96999924636785	9.70253319530848	8.80837454019992	8.89554161019385	8.68381863161986
10228_1	9.78648877714463	9.86920201312903	9.9011691417281	9.34769800292124	9.44662575715482	9.29579139307409
10229_1	7.11437145207425	8.0640556583374	7.56601526956097	8.55308941258556	7.65419979691778	7.99906197390864
10231_1	7.4551480596881	6.99526739661003	6.80218866473245	6.37385919371875	6.95085198090017	6.37274473708534
10233_1	5.48155086889977	7.3026229559303	6.92359196360986	6.5288243097704	7.47234276034203	7.27326703827897
10235_1	9.27976357752373	8.89801852738919	9.06605466132206	8.86041737968917	9.01477067387982	9.17696085920174
10236_1	11.9135751912691	12.3235900370436	12.1160198389379	12.2851502267988	11.8665193116981	12.29432236435
10237_1	8.69493407046013	8.99593808432458	9.32597354723614	8.6315542391533	9.4252167144167	9.41200977031067
10238_1	9.80030529455493	9.56732053222627	10.0861827138204	9.67319251368538	9.72439982410239	9.55909822117168
10239_1	7.68423444882279	7.16781011788619	8.45845667377206	8.23225679283664	8.00663002260033	8.00167603000213
1024_1	8.79812771697105	8.89410948782558	8.5521742069102	8.73109946961083	9.03739238921154	9.08786628357842
10240_1	8.74486741865958	8.96373884586507	9.22559577822324	9.02760727891304	8.99825001533513	8.83596755088254
10241_1	9.74404776667717	10.1611414481036	9.2239169516132	9.59903805409038	9.86018937097519	9.97905202300173
10244_1	10.0559898545111	9.93079449639212	9.83611399881659	9.63493383119446	9.89606792293404	9.73332983438255
10245_1	10.0480463649576	10.1221346190055	10.3026831946193	10.5939523844199	10.3697062462594	10.2893270961797
10247_1	11.044999699991	11.282320964311	10.988858523986	11.2193395018007	11.3193195884612	11.2323925308001
10248_1	12.0276049273573	12.3267299849227	12.670998885223	12.5353269287901	12.5719564972955	12.1513048337988
1025_1	9.71787620803262	9.80824769159288	9.52638684683107	9.37924322857483	9.73864546329552	9.55257700642778
10250_1	10.9964748586855	10.8193009583535	10.9633389897843	10.5641383788003	10.9211367786568	10.6559541676736
10252_1	4.59846897486063	6.05439983267365	5.19116223401789	5.57024579718837	5.23384263406135	3.79799530350163
10253_1	5.77336536464562	5.43636985333638	4.10081165352649	3.07275333121039	5.58811146932675	4.94698314592662
10257_1	7.19869596428415	6.37979157884392	6.90582247183584	7.49557860926826	7.52034632076353	7.3734194133444
1026_1	9.64872128346095	9.64407386795506	10.022616670436	10.2028281475083	10.2965278921321	10.1257413821654
10260_1	8.61596365156843	7.99075993248113	7.8679543648003	8.44582909103072	7.49321760751544	7.788585945987
10261_1	5.93784228174421	3.27067464753829	4.74346948522014	5.65626683178461	1.78429647215089	4.77029636845119
10262_1	11.1737063335879	11.0946455849083	11.1170255343597	11.3312643138251	11.2294838195125	11.295173022607
10263_1	10.9766361020774	10.9373385430835	11.0662852972374	11.1096308489929	11.2204616162187	10.9922539479999
10267_1	2.49482130385545	2.56576532688107	4.84256170127762	4.22711597008526	2.82498812714319	3.6177852012355
10268_1	7.2718228211722	8.42979396508792	8.11967035131098	7.50641762518206	7.34934517472345	7.22858360801994
10269_1	8.92717182804835	8.93901868660117	8.5385885838767	10.0367378101177	9.68125892676236	9.94783031510886
1027_1	8.07457569348124	7.83688714919016	7.35914470971725	8.02635349605318	7.55706376963051	8.00135101468444
1027_2	4.63432608357126	5.96700038923943	3.96520154685459	3.43442728029576	6.45666433478893	6.60692508208147
10272_1	4.10057980407241	7.43961701143058	7.32500563971694	6.18840574264259	8.03830129321392	6.4749540401931
10274_1	8.98284583292732	8.56871688404515	8.93866924427545	9.14855899300155	9.14132479418129	9.27410622208025
10276_1	9.75327049597347	9.74001032958117	9.09104262787473	9.51483285319959	8.28149103169443	8.94564938595129
10277_1	9.55400816055436	9.05581874132779	9.33583519393903	8.71995242936464	8.99667244966463	8.86034288269495
10279_1	8.58645665589735	8.49331747240064	8.25700323752549	7.61429212140588	8.76377420889152	8.21084237675286
1028_1	6.18630641237292	3.64555811553785	5.58128249729777	4.36226040980974	3.25871501642502	2.94796057586206
10280_1	10.5257231677989	10.5853461755848	10.3363057430283	10.1716546387353	11.0718344208798	10.7661124983118
10282_1	8.93816613248893	8.68185902635354	8.4999445542517	8.65042868737265	8.77760380535087	8.7893012404108
10284_1	12.8735785978317	12.6907939458026	13.0145404371488	12.8945648440243	12.551979732403	12.7793733995126
10284_2	8.11040214438467	8.41155449629959	8.48005381928891	7.51214714141777	8.3518264090329	8.16674997589828
10285_1	9.71139058793998	9.23821295796192	9.44917676464966	9.54566130410853	9.55640142169865	9.51815559027719
10286_1	7.92323291535418	7.38430950591371	7.57885216522206	7.78412728907665	7.69104807750003	7.47286091443055
10287_1	9.85792850635572	10.1644072480668	9.84601736353901	9.96569523543396	9.85697234927571	9.465884892957
10288_1	4.11677681723177	2.58980691488544	3.8568820165046	3.49054367286855	2.85431151033031	3.14508266250261
10289_1	9.39421637641941	9.50159459708396	9.74316126488375	9.15817916932171	9.0172655569963	9.36264089139879
1029_1	9.38511089908856	9.46678754768557	9.2241801910249	9.14613112885153	9.37500815553311	9.20844556527245
10291_1	8.76670966199392	8.77095844909821	8.60404382381137	9.01771203464196	8.93459081130294	8.75990289596806
10293_1	9.2257713925651	9.46196721290804	9.13682503534579	8.96772926422796	9.35568638130938	8.94136743418806
10294_1	7.70095114885248	7.47811984512965	7.34532853325457	7.61209345515923	7.60986978513356	7.34444579150095
10295_1	6.7856389978503	7.21562621798717	7.14800394975472	8.80596761830573	8.85717829302683	8.87555577183432
10296_1	10.9425654993144	11.2369777763416	11.1478238324087	11.2325099062505	10.8567890246804	11.1413693973333
10299_1	8.34956538922502	8.33274313943567	8.1491368323832	8.2927436764575	7.07162283816442	8.72259977781274
103_1	11.9669292821227	12.1215585333368	12.1476651526702	11.8953297848618	11.7743783616068	11.9484604558464
10300_1	7.92423499995337	8.61785105639789	8.70632687313654	8.64033033350788	8.09466499065435	8.18105780777857
10307_1	7.30723843029893	6.54322349878319	7.38431897085074	6.39683715230013	5.38497558734004	5.74321726593534
10308_1	7.98817538117102	8.37223295187654	7.57521106604009	8.13965625426938	8.4263610812906	8.29316763635144
1031_1	11.3115672335899	11.124886461852	11.4697607907218	11.4929005298569	11.0070524675095	11.3104030089415
10311_1	9.76203915809141	9.62770732644533	9.19747429042198	10.032499200775	9.87269945703517	9.94814166610864
10312_1	6.69380335597978	7.98362139081703	7.51491258629694	8.37046989603046	8.36219245785525	7.72250950837402
10314_1	8.97072410507976	9.11473621625079	9.06285667746126	9.19032956953239	9.36710153745972	9.66926416974127
10318_1	9.99194399564864	10.2305801069488	10.2759418170878	9.69986729104605	10.2200955282339	10.0550502669188
10318_2	8.9127406618077	7.2764333894164	8.14492179613186	7.116681721979	7.566226017065	6.67129487929791
1032_1	6.45766429226565	5.66941279857365	6.88900400158599	6.27952246146799	6.83068943499588	7.05355920374092
10320_1	10.3648849621387	10.272377841372	10.2150691698304	9.70809899843316	9.70432223083095	9.76720337137063
10321_1	1.61267113285776	1.24549129409507	3.27736415057272	2.33923532360968	2.01472220954274	1.17641880634021
10325_1	7.38860461466416	7.77940512394866	8.09808904009745	7.80483856099843	7.21438830650958	7.64929030840413
10327_1	11.2375404111451	11.3096257444481	11.7145228258933	11.4650603961302	11.4614511760198	11.5254947503754
10329_1	8.76197548522269	8.72460360694897	8.84742457471945	9.07806260167637	8.51278262350916	8.60285402100859
1033_1	10.8127453696306	10.6234548580755	10.6599289011591	10.9771054661324	10.92149959931	11.2574960371667
10330_1	11.4445700556603	11.2754005518053	11.6498354705055	11.5466986432861	11.6137124280908	11.4921656062975
10331_1	5.50370491016968	5.87728627090568	6.18213282926722	7.02513034967943	3.55709799892636	5.78323800400308
10332_1	2.77428113977259	2.25403341476515	2.81276121212542	2.57704104337321	2.79523920334455	2.43763081437856
10333_1	5.92337641323011	5.2016315883471	3.87007641019757	3.97502024553726	5.90148302551301	5.68406346791889
10336_1	9.44100167168589	8.98859855857686	10.1371305488321	9.5100647780595	8.88105688052143	9.69055355592979
10346_1	7.2691393983708	5.66580542820988	3.75630659319538	6.40361103133554	6.84756117417585	6.95599215735958
10351_1	5.46430486889596	5.37572524608204	4.05647871566867	4.97413677286654	4.50273472867003	0.784747503335423
1036_1	7.24617079019619	3.4391254457914	7.3081761035464	6.64793864164771	6.34103518023061	3.25470332364699
10360_1	10.587253908838	11.0052059493252	10.9483922813061	11.1096232861421	10.9871267569652	10.7660731640659
10362_1	10.0675177758111	9.66799398236758	9.73437351305613	9.22733579778828	9.6380544179629	9.41243428416761
10367_1	8.64175711658599	10.3700561916834	10.6025733705981	10.6055976639742	10.945954250648	9.43774283283192
10370_1	8.02852624282444	7.13824792707505	7.82299113405684	7.57892482706424	7.37699139635489	7.1146184202484
10371_1	3.03179448689641	3.46844572562134	4.93007065575656	3.00037122734765	1.07548096018033	2.96792048134986
10376_1	14.3469868988979	14.4671060715778	14.5758223234168	14.4010577434355	14.5649340473941	14.5015323198765
10379_1	8.19535252046174	8.75999567313314	7.41905022151622	8.64559589321565	7.98545549393086	8.13816533020751
10381_1	9.69134618243668	9.32692303610634	9.44513158731961	9.68418548504445	9.71074257247066	9.32879472597081
10382_1	3.12198895033736	1.80998149247666	2.81479179549583	4.02117097663145	3.81067862399304	5.67595202436153
10383_1	12.8407045217811	12.6930334638626	12.6580580449038	12.7970538287196	12.7873363794718	12.7780833072768
10384_1	9.31386908625676	9.19019150743907	9.30234143282929	8.25812435560436	9.13483274451029	8.83328161035967
10388_1	2.13245222345245	3.295560833644	2.19427787357423	3.16619122104496	6.5502082696739	1.16406731489545
1039_1	9.02296297594208	8.8647135993121	8.60265425067146	8.86626848325072	9.03228150462077	9.04111378482578
10391_1	6.4163872395258	5.53864908452779	6.85259890819556	5.63748204897582	5.99772025665126	6.27243270598812
103910_1	11.8811364169818	11.0580437140154	11.3776566180727	11.4711064718928	11.850964214947	11.536326435144
10393_1	7.43783307638892	6.88539546107974	6.60483805960764	7.19505485261259	6.5356368239856	6.03936948473909
10395_1	6.30626336276828	1.06984896566138	2.04785054871112	3.12128642905446	3.45066793119668	2.48943919455884
10396_1	8.24350117631634	7.76153643100714	7.72351255402461	8.01374380602059	7.96251712905676	8.0161556354552
10397_1	5.21841780259889	4.27916424508472	4.28223796507413	5.92292680394327	6.79245557841429	6.00369373569058
10398_1	4.14026467209879	5.00168498771917	4.71237287203603	4.49055924987811	4.10731722470695	4.69307281359321
10399_1	13.6460330686589	13.8264010694741	13.521850699621	13.9484946916248	13.6096557210748	13.7217484544301
10399_2	15.898495570931	15.6713968409079	15.9769718475894	15.8741207193016	15.8648010634032	15.5666611497152
104_1	8.81664481035029	8.78548374764929	8.81361028148574	9.23618911701592	8.89770605231451	9.25035911191369
1040_1	4.64006077235715	2.49300408395595	2.86968932886991	2.8015966228203	4.02117683051206	3.55318811997427
10400_1	8.58506656204238	8.49463020003973	8.73061926790319	8.90073467728301	8.93424960532565	8.49185409200849
10401_1	9.84697215590676	9.95177978963878	9.54531042343981	9.55567692276357	9.85249011577042	9.78067416480837
10402_1	6.81999096944465	3.54324160328403	3.32443904577865	6.35246411641585	5.99280719454567	3.19413323744352
10403_1	10.1857010881543	10.2953608911671	10.3094307888528	10.0440674690724	10.1879339298667	10.12921232914
10404_1	3.55850713771882	5.62149707708283	2.9905154064014	3.87160704266991	3.46322679882975	4.70887577343656
104071_1	8.68293148630646	8.89281626398935	8.42079262994621	9.13034017682278	8.17908939812497	8.77215766454249
104071_2	6.0609069116034	4.73834934869687	3.37226019688532	3.69365966837123	7.1899920757908	5.14738209313843
10409_1	9.94216191445139	10.1511018435368	9.40046744796368	9.31184651052205	9.66060518108033	9.86096594834228
10410_1	7.1759457177528	4.36452221861859	5.79133384717123	6.62471251970594	7.86096488638397	6.23426208877055
10411_1	3.89666188433449	5.52613719308543	2.45655565763144	4.05111889266406	3.14035121255573	2.46462546974884
10412_1	9.80967894047067	9.78311140280785	9.68686202757923	9.35690630967138	9.32210160386993	9.54057111867167
10418_1	3.81935208561667	5.70911338693451	2.50239238141882	5.89875127294021	4.24511423443161	5.63189074492664
10420_1	6.66925069993122	6.75734234138524	6.71523509505019	7.18304661199063	7.5116470527989	6.74737760152818
10422_1	8.79036850947037	8.89115033499857	9.21199522703453	9.75153500296246	9.77464376944665	9.15953327981712
10423_1	10.4515449024701	10.4499819850563	10.5151914056262	10.8364083393348	10.3346099938383	10.685561224166
10424_1	8.79348672401933	8.87475908647862	8.74073498553137	8.51311365426892	8.65741981514157	8.65134194771508
10425_1	10.0443453112291	9.9159077508377	10.2027349074624	9.92019116118193	9.83812892020741	9.49294639470144
